sample_id	portion_id	month_of_creation	is_ffpe	weight	year_of_creation	LCE	bcr_portion_barcode	bcr_portion_uuid	portion_sequence	day_of_creation	portion_number
TCGA-2A-A8VX-01A	TCGA-2A-A8VX-01A-11	12	NO	30	2013		TCGA-2A-A8VX-01A-11	4ED05839-E7D8-4737-A69B-C61B40FBC7EA		17	11
TCGA-VN-A88L-01A	TCGA-VN-A88L-01A-11	11	NO	30	2013		TCGA-VN-A88L-01A-11	4BA6F01A-A0F1-40F8-802E-9918A405F9BC	1	7	11
TCGA-HC-7210-10A	TCGA-HC-7210-10A-01	8	NO		2011		TCGA-HC-7210-10A-01	dfcbf373-2829-4c15-87af-a142eb45ab2c		17	1
TCGA-VP-A87E-01A	TCGA-VP-A87E-01A-31	11	NO	25	2013		TCGA-VP-A87E-01A-31	9832D996-4004-4BF5-99D9-20861941B520	3	8	31
TCGA-KC-A7FA-01A	TCGA-KC-A7FA-01A-21	9	NO	30	2013		TCGA-KC-A7FA-01A-21	C29DEF0E-3EA2-4371-AE76-F9B250FD5805	2	16	21
TCGA-KK-A6E0-01A	TCGA-KK-A6E0-01A-11	5	NO	30	2013		TCGA-KK-A6E0-01A-11	48903B80-DB6B-44F2-8793-2DC72F513579	1	22	11
TCGA-G9-6385-11A	TCGA-G9-6385-11A-01	3	NO	32	2011		TCGA-G9-6385-11A-01	72756bd4-dc5d-4106-8a4c-b98042a3c7a3		18	1
TCGA-HC-8264-01B	TCGA-HC-8264-01B-11	8	NO	31	2012		TCGA-HC-8264-01B-11	5b1fcb2b-cce8-486b-b347-325a070f6339		1	11
TCGA-EJ-7314-10A	TCGA-EJ-7314-10A-01	11	NO		2011		TCGA-EJ-7314-10A-01	26c85b9b-86ef-4ebf-939b-f33d9f7e0146		15	1
TCGA-CH-5748-10A	TCGA-CH-5748-10A-01	1	NO		2011		TCGA-CH-5748-10A-01	65829287-bb3c-4078-876b-4ddffe24c619		27	1
TCGA-ZG-A9LS-01A	TCGA-ZG-A9LS-01A-12	3	NO	30	2014		TCGA-ZG-A9LS-01A-12	94AC7BC3-454A-4E48-89CF-3C16D773F5A7		11	12
TCGA-J4-A83J-10B	TCGA-J4-A83J-10B-01	12	NO	2	2013		TCGA-J4-A83J-10B-01	1C6A5623-5FC1-45ED-92C1-0C86ECE8B14D		30	1
TCGA-HC-8265-01B	TCGA-HC-8265-01B-04	6	YES		2012		TCGA-HC-8265-01B-04	db8eefee-23a9-4712-afdb-baf95e45df8c		12	4
TCGA-YL-A8SK-10A	TCGA-YL-A8SK-10A-01	12	NO		2013		TCGA-YL-A8SK-10A-01	D1B9E0DB-A4A5-4F3E-8106-DCDD151CABB5		3	1
TCGA-EJ-5496-10A	TCGA-EJ-5496-10A-01	12	NO		2010		TCGA-EJ-5496-10A-01	d68d0cce-df28-4677-b06f-14adde1cecdb		21	1
TCGA-HC-8266-01A	TCGA-HC-8266-01A-11	4	NO	31	2012		TCGA-HC-8266-01A-11	4b533980-a7ba-4df6-aee7-01a06bf65c95		6	11
TCGA-HC-7742-10A	TCGA-HC-7742-10A-01	11	NO		2011		TCGA-HC-7742-10A-01	4cdb3795-39a4-46ad-ad8f-3bd59ff8b979		22	1
TCGA-J9-A52C-10A	TCGA-J9-A52C-10A-01	1	NO	2	2013		TCGA-J9-A52C-10A-01	0390F8EF-29E5-48C2-9C0F-29D1D437FCE5	1	3	1
TCGA-CH-5789-01A	TCGA-CH-5789-01A-11	1	NO	29	2011		TCGA-CH-5789-01A-11	3400d3e1-0971-48c7-86d3-46a80cd501d2		12	11
TCGA-HC-A9TE-10A	TCGA-HC-A9TE-10A-01	3	NO	2	2014		TCGA-HC-A9TE-10A-01	4C70B391-BAEC-450A-9B05-3EDBC08F5D6D		28	1
TCGA-HC-8260-10A	TCGA-HC-8260-10A-01	4	NO		2012		TCGA-HC-8260-10A-01	1107d4c8-1fe7-4124-a2f2-3836487a5460		11	1
TCGA-QU-A6IL-01A	TCGA-QU-A6IL-01A-11	6	NO	30	2013		TCGA-QU-A6IL-01A-11	CD462042-96D5-4A2D-B6AB-B6FF39A53E00	1	17	11
TCGA-VP-A87C-01A	TCGA-VP-A87C-01A-11	11	NO	30	2013		TCGA-VP-A87C-01A-11	96E68F87-075F-48E1-AC3B-FBC8A2DD93C3	1	5	11
TCGA-HI-7171-01A	TCGA-HI-7171-01A-12	8	NO	34	2011		TCGA-HI-7171-01A-12	ed1f9e9d-cb20-4882-9c1d-58a28d8a2226		3	12
TCGA-KK-A7AY-01A	TCGA-KK-A7AY-01A-11	8	NO	30	2013		TCGA-KK-A7AY-01A-11	236082EB-DEEB-4F6C-A88D-4DE409F66493	1	26	11
TCGA-2A-A8VL-10A	TCGA-2A-A8VL-10A-01	12	NO		2013		TCGA-2A-A8VL-10A-01	4F85D481-D107-4E2F-B55B-EB56D8D96593		6	1
TCGA-G9-6353-10A	TCGA-G9-6353-10A-01	3	NO		2011		TCGA-G9-6353-10A-01	894755d0-a716-490d-bb84-b15fa7c3aa34		11	1
TCGA-HC-8262-11A	TCGA-HC-8262-11A-01	4	NO	66	2012		TCGA-HC-8262-11A-01	0093ab27-18d6-43ce-adc3-6dc02be97e59		6	1
TCGA-J4-A6G3-10A	TCGA-J4-A6G3-10A-01	6	NO	2	2013		TCGA-J4-A6G3-10A-01	D737C5AA-3237-4188-A971-ABA8A44BA816	1	5	1
TCGA-V1-A8MG-10A	TCGA-V1-A8MG-10A-01	1	NO	2	2014		TCGA-V1-A8MG-10A-01	776584C1-6C15-4894-A06D-B2A879E7D5D5		6	1
TCGA-EJ-A46F-10A	TCGA-EJ-A46F-10A-01	9	NO	2	2012		TCGA-EJ-A46F-10A-01	0E5EF5A1-0602-4FFC-AD52-E63691B85585	1	19	1
TCGA-WW-A8ZI-10A	TCGA-WW-A8ZI-10A-01	1	NO	2	2014		TCGA-WW-A8ZI-10A-01	0362BF31-304C-48A0-89A0-3C9FE1924D45		21	1
TCGA-VN-A88P-01A	TCGA-VN-A88P-01A-11	11	NO	30	2013		TCGA-VN-A88P-01A-11	CEE9D430-143A-45D4-8ADE-AF1E0AAE3340	1	8	11
TCGA-2A-AAYU-01A	TCGA-2A-AAYU-01A-11	3	NO	30	2014		TCGA-2A-AAYU-01A-11	02F691B5-73A6-4703-A950-B11DB912BE4C		3	11
TCGA-XK-AAJA-10A	TCGA-XK-AAJA-10A-01	2	NO	2	2014		TCGA-XK-AAJA-10A-01	ED393ADD-13F8-49C5-BE16-7721864C4B75		19	1
TCGA-EJ-A8FU-10A	TCGA-EJ-A8FU-10A-01	11	NO	2	2013		TCGA-EJ-A8FU-10A-01	E09FC5E7-E8D2-4BF9-B12B-17B22E0387E4	1	21	1
TCGA-EJ-5510-01A	TCGA-EJ-5510-01A-01	12	NO	28	2010		TCGA-EJ-5510-01A-01	25222281-b9bd-49b2-a66e-a1ab930ef2d0		2	1
TCGA-FC-A8O0-01A	TCGA-FC-A8O0-01A-41	1	NO	30	2014		TCGA-FC-A8O0-01A-41	603BA2D3-E4FD-49DA-BFF4-139AD16A261C		23	41
TCGA-G9-6370-01A	TCGA-G9-6370-01A-11	3	NO	40	2011		TCGA-G9-6370-01A-11	1bd0c66f-df7b-4461-8de8-aa3310f5ee12		18	11
TCGA-J4-A67O-10A	TCGA-J4-A67O-10A-01	5	NO	2	2013		TCGA-J4-A67O-10A-01	81FB0EAB-61C3-45D1-BCE9-0579B724D59D	1	7	1
TCGA-YL-A8SA-10A	TCGA-YL-A8SA-10A-01	12	NO		2013		TCGA-YL-A8SA-10A-01	58EB7DB4-711A-490D-ABA2-2A0630BEBCB0		3	1
TCGA-KK-A7B0-01A	TCGA-KK-A7B0-01A-11	8	NO	30	2013		TCGA-KK-A7B0-01A-11	50C1D733-0D1B-4400-BF24-970E3C745A26	1	26	11
TCGA-EJ-5517-10A	TCGA-EJ-5517-10A-01	12	NO		2010		TCGA-EJ-5517-10A-01	08e4c6c3-0c79-4be3-8638-9c406f22afff		21	1
TCGA-J4-A6G1-01A	TCGA-J4-A6G1-01A-11	5	NO	30	2013		TCGA-J4-A6G1-01A-11	8C1A7879-0B7B-4D33-9EEE-F37A9D44880C	1	31	11
TCGA-G9-6499-11A	TCGA-G9-6499-11A-02	5	NO	60	2011		TCGA-G9-6499-11A-02	7146513c-d67b-4bde-8145-7ed539346cae		19	2
TCGA-HC-7748-01A	TCGA-HC-7748-01A-11	11	NO	30	2011		TCGA-HC-7748-01A-11	2b48ff80-4923-40f1-b3d5-8c8edd522236		10	11
TCGA-VN-A88N-01A	TCGA-VN-A88N-01A-11	11	NO	20	2013		TCGA-VN-A88N-01A-11	E6A9FD05-1289-4BD0-A5C5-8AFCA5CA08D8	1	7	11
TCGA-HC-7211-01A	TCGA-HC-7211-01A-11	8	NO	30	2011		TCGA-HC-7211-01A-11	0a978bf6-b8e5-49b6-84b9-310a698d6a9d		12	11
TCGA-EJ-5509-10A	TCGA-EJ-5509-10A-01	12	NO		2010		TCGA-EJ-5509-10A-01	67923001-c018-4f06-a778-45ebb0c0552f		21	1
TCGA-CH-5768-11A	TCGA-CH-5768-11A-01	1	NO	34	2011		TCGA-CH-5768-11A-01	a3dbd4ed-4352-4509-9e4c-f053efc9e476		12	1
TCGA-V1-A9ZK-01A	TCGA-V1-A9ZK-01A-11	3	NO	30	2014		TCGA-V1-A9ZK-01A-11	940D206A-617E-41D6-92CE-9E2B5EAB5C0B		31	11
TCGA-G9-6384-11A	TCGA-G9-6384-11A-01	3	NO	25	2011		TCGA-G9-6384-11A-01	e33062d3-8af5-436e-9444-6071cd6f7fb8		18	1
TCGA-CH-5762-11A	TCGA-CH-5762-11A-01	1	NO	30	2011		TCGA-CH-5762-11A-01	66e91b4b-2471-4a8d-93ef-ab5d6917e27f		12	1
TCGA-EJ-A7NM-10A	TCGA-EJ-A7NM-10A-01	9	NO	2	2013		TCGA-EJ-A7NM-10A-01	A539398A-C8F2-4B15-A895-21B90A2B195A	1	19	1
TCGA-ZG-A9M4-01A	TCGA-ZG-A9M4-01A-11	3	NO	30	2014		TCGA-ZG-A9M4-01A-11	018E196A-D02F-478E-9E21-BBAC90177A48		12	11
TCGA-EJ-5527-01A	TCGA-EJ-5527-01A-01	12	NO	33	2010		TCGA-EJ-5527-01A-01	bba0f146-a536-458a-b9f0-70dfe348de5d		2	1
TCGA-G9-6378-10A	TCGA-G9-6378-10A-01	3	NO		2011		TCGA-G9-6378-10A-01	11711459-5d7c-4706-b503-a1be4dd9375d		11	1
TCGA-HC-A9TH-01A	TCGA-HC-A9TH-01A-11	3	NO	30	2014		TCGA-HC-A9TH-01A-11	F90D02F2-A47B-422D-AF26-2A2E77D65CB4		25	11
TCGA-2A-A8VT-01A	TCGA-2A-A8VT-01A-11	12	NO	30	2013		TCGA-2A-A8VT-01A-11	8525EC11-8A1C-4C94-80EB-63EF1B8A9A2F		16	11
TCGA-EJ-5501-10A	TCGA-EJ-5501-10A-01	12	NO		2010		TCGA-EJ-5501-10A-01	6cf36ec9-f5d3-439e-8f33-eb9e9c59e524		21	1
TCGA-G9-6366-01A	TCGA-G9-6366-01A-11	3	NO	35	2011		TCGA-G9-6366-01A-11	1705ace5-3f82-4e4d-b8a8-d5a51df379cf		18	11
TCGA-CH-5792-01A	TCGA-CH-5792-01A-11	1	NO	28	2011		TCGA-CH-5792-01A-11	bc7f9b85-e644-4bd1-bc49-5a5cfdfe67cb		12	11
TCGA-TP-A8TV-01A	TCGA-TP-A8TV-01A-11	12	NO	30	2013		TCGA-TP-A8TV-01A-11	BD00D37E-EC59-4AFA-B6E3-DC009B9BBC07		12	11
TCGA-EJ-5496-01A	TCGA-EJ-5496-01A-01	12	NO	35	2010		TCGA-EJ-5496-01A-01	c0909027-054b-45f2-bcad-d5d548100572		2	1
TCGA-G9-6333-01A	TCGA-G9-6333-01A-12	3	NO	34	2011		TCGA-G9-6333-01A-12	0900408f-fb03-4c92-a1f2-353509f7e4dc		18	12
TCGA-KK-A7AQ-11A	TCGA-KK-A7AQ-11A-11	8	NO	30	2013		TCGA-KK-A7AQ-11A-11	CD46B949-E3A2-4CE6-A14D-9AB35BFD2A63	1	27	11
TCGA-HC-7818-10A	TCGA-HC-7818-10A-01	12	NO		2011		TCGA-HC-7818-10A-01	9c24b5ca-29ff-4831-b143-1057eeb54c2f		1	1
TCGA-CH-5788-01A	TCGA-CH-5788-01A-11	1	NO	36	2011		TCGA-CH-5788-01A-11	d3e9bf3f-7673-4005-ab01-f3994b970049		12	11
TCGA-VP-A872-01A	TCGA-VP-A872-01A-11	11	NO	30	2013		TCGA-VP-A872-01A-11	E5784977-F0FC-4072-8559-A51C7863ECBF	1	4	11
TCGA-G9-6364-10A	TCGA-G9-6364-10A-01	3	NO		2011		TCGA-G9-6364-10A-01	33f2b0d8-74b8-47ae-a2b1-7fcaf41a411f		11	1
TCGA-HC-7209-01A	TCGA-HC-7209-01A-11	8	NO	30	2011		TCGA-HC-7209-01A-11	ed28e901-f4e7-492b-bae6-92173e87e220		12	11
TCGA-XJ-A9DX-01A	TCGA-XJ-A9DX-01A-11	1	NO	30	2014		TCGA-XJ-A9DX-01A-11	16DA7A47-D62A-4046-8078-4C457D24DC20		15	11
TCGA-G9-6351-11A	TCGA-G9-6351-11A-01	3	NO	33	2011		TCGA-G9-6351-11A-01	e7acc69a-da70-4f46-b3bc-7fd83e4aa182		18	1
TCGA-XK-AAIR-10A	TCGA-XK-AAIR-10A-01	2	NO	2	2014		TCGA-XK-AAIR-10A-01	2E6C0A71-99FF-427A-B0B3-8F99833D54D5		18	1
TCGA-EJ-7123-01A	TCGA-EJ-7123-01A-11	7	NO	31	2011		TCGA-EJ-7123-01A-11	072eb222-4a80-44f5-b875-09c575249f90		25	11
TCGA-H9-A6BX-01A	TCGA-H9-A6BX-01A-31	5	NO	30	2013		TCGA-H9-A6BX-01A-31	7E5DF841-8D5B-4AFF-B246-D5FDB0570652	3	20	31
TCGA-EJ-5503-10A	TCGA-EJ-5503-10A-01	12	NO		2010		TCGA-EJ-5503-10A-01	b0e089c2-b041-4605-b24d-38a6d4fec469		21	1
TCGA-QU-A6IO-01A	TCGA-QU-A6IO-01A-11	6	NO	30	2013		TCGA-QU-A6IO-01A-11	5BD2959A-95C6-498A-BACC-AFFFE69EE433	1	17	11
TCGA-VP-A87K-10A	TCGA-VP-A87K-10A-01	11	NO	2	2013		TCGA-VP-A87K-10A-01	6CE04A92-7424-4DD9-A342-BB3B62029D87	1	25	1
TCGA-ZG-A9LU-10A	TCGA-ZG-A9LU-10A-01	2	NO		2014		TCGA-ZG-A9LU-10A-01	FEE7A385-E6C1-4654-AFD7-5E87DCCC7347		21	1
TCGA-G9-7521-10A	TCGA-G9-7521-10A-01	1	NO		2012		TCGA-G9-7521-10A-01	86af9cd9-606f-4eec-b1a1-8a6a93f4cba0		27	1
TCGA-YL-A8SH-01B	TCGA-YL-A8SH-01B-11	1	NO	30	2014		TCGA-YL-A8SH-01B-11	252D8003-189C-4DD4-9FC6-C68152A53892		21	11
TCGA-V1-A8MF-01A	TCGA-V1-A8MF-01A-11	12	NO	30	2013		TCGA-V1-A8MF-01A-11	D3BBBA24-29E2-49A9-AD85-F343843FAA8E	1	5	11
TCGA-ZG-A8QY-01A	TCGA-ZG-A8QY-01A-11	12	NO	30	2013		TCGA-ZG-A8QY-01A-11	73989A2F-DE8C-451E-88B0-EA39AF6CF805		11	11
TCGA-G9-6338-01A	TCGA-G9-6338-01A-12	3	NO	38	2011		TCGA-G9-6338-01A-12	2fc28ca2-1477-4b7c-bf02-bd7651b2321b		18	12
TCGA-CH-5788-10A	TCGA-CH-5788-10A-01	1	NO		2011		TCGA-CH-5788-10A-01	33e00efb-f8b9-4046-9774-f8840fd85ce0		26	1
TCGA-EJ-8474-11A	TCGA-EJ-8474-11A-01	6	NO	60	2012		TCGA-EJ-8474-11A-01	052d1e44-725e-4a69-8e8d-50389b78c03b		8	1
TCGA-J4-A67Q-10A	TCGA-J4-A67Q-10A-01	5	NO	2	2013		TCGA-J4-A67Q-10A-01	5D8B376A-9570-4CF1-B863-7F6BC374F829	1	7	1
TCGA-HC-A6AL-01A	TCGA-HC-A6AL-01A-11	5	NO	30	2013		TCGA-HC-A6AL-01A-11	2F5813B5-F48A-4683-8208-CD851355CB31	1	9	11
TCGA-XK-AAIR-01A	TCGA-XK-AAIR-01A-11	2	NO	10	2014		TCGA-XK-AAIR-01A-11	096AB62B-8B25-462C-9B2D-2E636A272449		17	11
TCGA-YL-A8SK-01B	TCGA-YL-A8SK-01B-21	1	NO	20	2014		TCGA-YL-A8SK-01B-21	73DC81DB-9BD8-4C5C-A4E0-84928E0C8F53		21	21
TCGA-XK-AAK1-01A	TCGA-XK-AAK1-01A-11	2	NO	10	2014		TCGA-XK-AAK1-01A-11	398D4F2B-7A24-46FC-847F-EC0B3DE70B09		13	11
TCGA-ZG-A9KY-10A	TCGA-ZG-A9KY-10A-01	2	NO		2014		TCGA-ZG-A9KY-10A-01	AE0007F4-3154-4884-B9DD-E09DD49530C5		21	1
TCGA-KK-A7B0-11A	TCGA-KK-A7B0-11A-11	8	NO	30	2013		TCGA-KK-A7B0-11A-11	482BE39D-B9B6-4EC8-86BC-35C209FCA7BA	1	26	11
TCGA-G9-6339-01A	TCGA-G9-6339-01A-12	11	NO	30	2012		TCGA-G9-6339-01A-12	e0d81068-9651-4f43-84b7-f5c3f5e95152	1	30	12
TCGA-HC-7740-11A	TCGA-HC-7740-11A-01	11	NO	77	2011		TCGA-HC-7740-11A-01	3623800f-c1bd-46db-aad4-cc3668038d9e		29	1
TCGA-EJ-7789-10A	TCGA-EJ-7789-10A-01	12	NO		2011		TCGA-EJ-7789-10A-01	291b52e7-f1a0-4e1d-93fa-1036a63e3f1a		13	1
TCGA-KK-A59Y-01A	TCGA-KK-A59Y-01A-11	12	NO	30	2012		TCGA-KK-A59Y-01A-11	0C26F44A-2235-47B0-9F9F-7780E3BBE836	1	21	11
TCGA-KC-A7F6-10A	TCGA-KC-A7F6-10A-01	9	NO		2013		TCGA-KC-A7F6-10A-01	001F59AE-42C1-4D85-9D20-D19711076F21	1	3	1
TCGA-HC-7079-01A	TCGA-HC-7079-01A-11	7	NO	25	2011		TCGA-HC-7079-01A-11	1889785c-9fe7-4ce0-847d-2101dd925b22		13	11
TCGA-HC-A6AQ-01A	TCGA-HC-A6AQ-01A-11	5	NO	30	2013		TCGA-HC-A6AQ-01A-11	65AF18D4-880B-4ABA-B437-313149F1842E	1	9	11
TCGA-G9-6377-01A	TCGA-G9-6377-01A-11	3	NO	32	2011		TCGA-G9-6377-01A-11	6fc9243f-979f-4531-b4f4-e574f4c47f32		18	11
TCGA-HC-7738-11A	TCGA-HC-7738-11A-01	11	NO	62	2011		TCGA-HC-7738-11A-01	b41d2e48-8f50-4c0a-9522-be315c9fdb5a		29	1
TCGA-V1-A8MU-01A	TCGA-V1-A8MU-01A-11	12	NO	30	2013		TCGA-V1-A8MU-01A-11	E31F7AE6-87E2-442C-B2AC-D656F0E910B0	1	5	11
TCGA-G9-7523-10A	TCGA-G9-7523-10A-01	1	NO		2012		TCGA-G9-7523-10A-01	22b6da85-ba12-4685-b435-cabc5f6c6dbf		27	1
TCGA-ZG-A9LU-01A	TCGA-ZG-A9LU-01A-11	3	NO	30	2014		TCGA-ZG-A9LU-01A-11	70E84B8A-963A-4B48-ABCB-B8FB0AFAC9C9		11	11
TCGA-YL-A8SR-01B	TCGA-YL-A8SR-01B-11	1	NO	30	2014		TCGA-YL-A8SR-01B-11	0121EF86-6EF6-4162-A24A-5A2C30AFC2B2		21	11
TCGA-KK-A7AY-11A	TCGA-KK-A7AY-11A-21	9	NO	30	2013		TCGA-KK-A7AY-11A-21	34487503-F24B-470C-BD6E-830B1F11EB9E	2	12	21
TCGA-4L-AA1F-10A	TCGA-4L-AA1F-10A-01	2	NO	2	2014		TCGA-4L-AA1F-10A-01	41056747-5E08-4E64-AA34-ACA983F038A1		26	1
TCGA-KK-A7AU-11A	TCGA-KK-A7AU-11A-11	8	NO	30	2013		TCGA-KK-A7AU-11A-11	7858001B-A044-461A-A6F2-037061A36CE5	1	26	11
TCGA-KK-A7B2-11A	TCGA-KK-A7B2-11A-11	8	NO	30	2013		TCGA-KK-A7B2-11A-11	77A7D484-DBA2-464B-86EF-A4525B30B0EA	1	26	11
TCGA-Y6-A9XI-01A	TCGA-Y6-A9XI-01A-11	2	NO	30	2014		TCGA-Y6-A9XI-01A-11	57C53D88-BF0F-476C-96D0-3297BA23AAA3		24	11
TCGA-HC-7209-10A	TCGA-HC-7209-10A-01	8	NO		2011		TCGA-HC-7209-10A-01	ce823d49-52c7-48f7-84f9-225aed6b38c5		17	1
TCGA-QU-A6IM-10A	TCGA-QU-A6IM-10A-01	6	NO	2	2013		TCGA-QU-A6IM-10A-01	B8F430DA-632F-4799-9BF7-65EAE969331B	1	18	1
TCGA-G9-7519-10A	TCGA-G9-7519-10A-01	1	NO		2012		TCGA-G9-7519-10A-01	d1f70170-5ccc-4a47-8c18-2426280331ee		27	1
TCGA-EJ-7314-01A	TCGA-EJ-7314-01A-31	11	NO	16	2011		TCGA-EJ-7314-01A-31	ccc2b6fb-d69b-436d-87b1-72e62c0015f8		10	31
TCGA-KK-A8IM-11A	TCGA-KK-A8IM-11A-11	11	NO	30	2013		TCGA-KK-A8IM-11A-11	974343DD-F9DE-42BC-95DD-178EEB843270	1	26	11
TCGA-EJ-7315-01A	TCGA-EJ-7315-01A-31	11	NO	34	2011		TCGA-EJ-7315-01A-31	1bb429e8-113e-4490-a9a8-b3454e00691f		10	31
TCGA-EJ-7793-11A	TCGA-EJ-7793-11A-01	11	NO	57	2011		TCGA-EJ-7793-11A-01	fbdd5754-b686-44b1-9cbe-27fa24d90a4f		17	1
TCGA-V1-A9OF-01A	TCGA-V1-A9OF-01A-11	2	NO	10	2014		TCGA-V1-A9OF-01A-11	51241426-8151-4AEA-A9C2-518C69BC59FC		20	11
TCGA-J4-A83J-11A	TCGA-J4-A83J-11A-11	10	NO	30	2013		TCGA-J4-A83J-11A-11	7C8A939F-5906-4B09-840E-969477475D41	1	31	11
TCGA-M7-A721-01A	TCGA-M7-A721-01A-12	8	NO	30	2013		TCGA-M7-A721-01A-12	C307DFD4-BD21-46FE-A49E-53B6CC928095	1	8	12
TCGA-HC-7233-01A	TCGA-HC-7233-01A-11	8	NO	40	2011		TCGA-HC-7233-01A-11	6e8242eb-c3e1-42c2-bd25-e465607a0e58		29	11
TCGA-J4-A67N-10A	TCGA-J4-A67N-10A-01	5	NO	2	2013		TCGA-J4-A67N-10A-01	3C8EBAFB-AC58-4B67-A015-2C9AB35733FC	1	7	1
TCGA-EJ-7325-10A	TCGA-EJ-7325-10A-01	7	NO	2	2013		TCGA-EJ-7325-10A-01	6232FA26-6D03-41D1-BF24-AF646498F54A	1	17	1
TCGA-X4-A8KS-10A	TCGA-X4-A8KS-10A-01	11	NO		2013		TCGA-X4-A8KS-10A-01	5AD06921-7D92-40CC-B9DB-751CA3C26D43	1	20	1
TCGA-KC-A4BR-01A	TCGA-KC-A4BR-01A-32	10	NO	30	2012		TCGA-KC-A4BR-01A-32	4CA759AA-2FA7-4FA1-A3AF-13B376C70869	3	8	32
TCGA-G9-6361-10A	TCGA-G9-6361-10A-01	3	NO		2011		TCGA-G9-6361-10A-01	e4714784-5304-403f-bbdd-bae657a874cb		11	1
TCGA-EJ-7792-11A	TCGA-EJ-7792-11A-01	11	NO	69	2011		TCGA-EJ-7792-11A-01	d4d47fce-ec6d-4c24-85f9-893e07c49ae0		17	1
TCGA-KK-A59X-01A	TCGA-KK-A59X-01A-11	12	NO	30	2012		TCGA-KK-A59X-01A-11	30197BDC-70EC-4086-9877-2357D5B0CE23	1	21	11
TCGA-CH-5753-01A	TCGA-CH-5753-01A-11	1	NO	32	2011		TCGA-CH-5753-01A-11	a96f12c2-9ca8-491e-8be1-e1450f5391e9		13	11
TCGA-G9-6348-10A	TCGA-G9-6348-10A-01	3	NO		2011		TCGA-G9-6348-10A-01	3518e1bc-691c-49a2-b8bd-f37233c7f13e		11	1
TCGA-CH-5752-10A	TCGA-CH-5752-10A-01	1	NO		2011		TCGA-CH-5752-10A-01	bcec075d-14ae-454c-bd6d-b279bba0ceeb		26	1
TCGA-KC-A7FE-10A	TCGA-KC-A7FE-10A-01	9	NO		2013		TCGA-KC-A7FE-10A-01	51EDC83C-3EE2-4CD8-B37F-BE28489E2BF4	1	3	1
TCGA-G9-6498-10A	TCGA-G9-6498-10A-01	3	NO		2011		TCGA-G9-6498-10A-01	82465459-8b32-42d6-b077-8aeadcfc475e		23	1
TCGA-G9-6362-01A	TCGA-G9-6362-01A-11	3	NO	33	2011		TCGA-G9-6362-01A-11	a13699f3-cbd5-49e2-be27-fbd884faceca		18	11
TCGA-G9-6367-11A	TCGA-G9-6367-11A-01	3	NO	40	2011		TCGA-G9-6367-11A-01	2c3fcd16-61e4-48e1-af5c-3e68118f05be		18	1
TCGA-EJ-AB27-10A	TCGA-EJ-AB27-10A-01	3	NO	2	2014		TCGA-EJ-AB27-10A-01	03564A13-8A80-4A88-8F1C-C82AE2F81655		17	1
TCGA-V1-A9OX-01A	TCGA-V1-A9OX-01A-11	2	NO	30	2014		TCGA-V1-A9OX-01A-11	1C7C3B4A-6BCD-41FA-B3F5-A812FD671BA1		28	11
TCGA-J4-A83I-10B	TCGA-J4-A83I-10B-01	12	NO	2	2013		TCGA-J4-A83I-10B-01	253D5FA6-495A-4B4B-98E1-18A032773944		30	1
TCGA-CH-5754-10A	TCGA-CH-5754-10A-01	1	NO		2011		TCGA-CH-5754-10A-01	d11a9692-d67c-470c-b9f9-6e42e56dddbc		26	1
TCGA-HC-A6AP-01A	TCGA-HC-A6AP-01A-11	5	NO	30	2013		TCGA-HC-A6AP-01A-11	143E6CA1-BD19-427F-9B0D-BD482F702941	1	9	11
TCGA-EJ-7327-10A	TCGA-EJ-7327-10A-01	10	NO		2011		TCGA-EJ-7327-10A-01	7b6a851a-4650-4337-be51-b06d076c5573		6	1
TCGA-CH-5767-01A	TCGA-CH-5767-01A-11	1	NO	33	2011		TCGA-CH-5767-01A-11	b5d25a39-a04e-4c12-8ea0-6896adb6a027		13	11
TCGA-EJ-5531-01A	TCGA-EJ-5531-01A-01	12	NO	30	2010		TCGA-EJ-5531-01A-01	ae8b39a1-a800-463a-9652-49afad67c271		2	1
TCGA-FC-A4JI-01A	TCGA-FC-A4JI-01A-11	10	NO	30	2012		TCGA-FC-A4JI-01A-11	148468A1-2E9C-498F-A648-3040E1CFEE53	1	29	11
TCGA-V1-A9O5-06A	TCGA-V1-A9O5-06A-11	2	NO	30	2014		TCGA-V1-A9O5-06A-11	5D12EF9E-7109-4793-A69C-18A1A0692B3E		27	11
TCGA-EJ-7331-11A	TCGA-EJ-7331-11A-01	9	NO	69	2011		TCGA-EJ-7331-11A-01	63b0dbcd-179d-41aa-b30b-dd3e1f8ec63b		15	1
TCGA-ZG-A9L2-10A	TCGA-ZG-A9L2-10A-01	2	NO		2014		TCGA-ZG-A9L2-10A-01	B2BE3B59-D9EE-40FA-9B36-C4B07955159C		21	1
TCGA-HC-7821-01A	TCGA-HC-7821-01A-12	11	NO	34	2011		TCGA-HC-7821-01A-12	aea59da0-3593-4bc5-b3dc-870d3e3dd20b		29	12
TCGA-YL-A8SQ-10A	TCGA-YL-A8SQ-10A-01	12	NO		2013		TCGA-YL-A8SQ-10A-01	AB93C11B-9DE9-4296-BE4A-9EC8C2E28D18		3	1
TCGA-J9-A8CM-01A	TCGA-J9-A8CM-01A-11	11	NO	30	2013		TCGA-J9-A8CM-01A-11	5002DD35-CC51-4BB6-B7C6-8D4C5B37677E	1	19	11
