sample_id	portion_id	month_of_creation	is_ffpe	weight	year_of_creation	LCE	bcr_portion_barcode	bcr_portion_uuid	portion_sequence	day_of_creation	portion_number
TCGA-YL-A8SI-10A	TCGA-YL-A8SI-10A-01	12	NO		2013		TCGA-YL-A8SI-10A-01	DABC2FFD-61EB-49E3-8009-8475E6542355		3	1
TCGA-CH-5763-11A	TCGA-CH-5763-11A-01	1	NO	35	2011		TCGA-CH-5763-11A-01	fad5b737-28a1-4953-89f0-14bf161eb00a		12	1
TCGA-HC-A6AN-01A	TCGA-HC-A6AN-01A-11	5	NO	20	2013		TCGA-HC-A6AN-01A-11	F7EC636D-1161-41EF-8B1D-332AE4C43050	1	9	11
TCGA-G9-6361-01A	TCGA-G9-6361-01A-21	3	NO	33	2011		TCGA-G9-6361-01A-21	a60e6501-e690-4476-83a5-dddceb6a9227		18	21
TCGA-HC-8266-10A	TCGA-HC-8266-10A-01	4	NO		2012		TCGA-HC-8266-10A-01	85218cc8-411e-448c-a5e3-163ef2b7a0a9		11	1
TCGA-XK-AAJU-10A	TCGA-XK-AAJU-10A-01	2	NO	2	2014		TCGA-XK-AAJU-10A-01	7CDA3A9D-2EF1-4D60-AFA0-4D5F55B58B1C		19	1
TCGA-EJ-7785-10A	TCGA-EJ-7785-10A-01	12	NO		2011		TCGA-EJ-7785-10A-01	98d097c1-4715-47b3-81c0-25de9424f452		13	1
TCGA-G9-7509-10A	TCGA-G9-7509-10A-01	11	NO		2013		TCGA-G9-7509-10A-01	E412E976-9B95-4F1B-A113-7EB9DA5A150F	1	21	1
TCGA-EJ-7317-11A	TCGA-EJ-7317-11A-01	9	NO	68	2011		TCGA-EJ-7317-11A-01	414c1ffa-ddb4-4c23-b237-82f237b110d0		15	1
TCGA-EJ-7782-10A	TCGA-EJ-7782-10A-01	12	NO		2011		TCGA-EJ-7782-10A-01	29e2e730-056e-4c0b-9579-22cd4d0cfc54		13	1
TCGA-ZG-A9LY-10A	TCGA-ZG-A9LY-10A-01	2	NO		2014		TCGA-ZG-A9LY-10A-01	FEDD6307-ABC5-412D-9B06-8D253F27716E		21	1
TCGA-G9-6373-01A	TCGA-G9-6373-01A-11	3	NO	30	2011		TCGA-G9-6373-01A-11	926ddfb6-bcd0-4be6-a260-9b807527afe6		18	11
TCGA-M7-A71Y-10A	TCGA-M7-A71Y-10A-01	7	NO		2013		TCGA-M7-A71Y-10A-01	8CE82867-0D35-4BB2-AB94-D40251EFFAE6	1	31	1
TCGA-EJ-A7NG-10A	TCGA-EJ-A7NG-10A-01	9	NO	2	2013		TCGA-EJ-A7NG-10A-01	B88838B8-3A06-4317-B182-E3F0AC2EEAA4	1	26	1
TCGA-HC-A76W-01A	TCGA-HC-A76W-01A-11	8	NO	30	2013		TCGA-HC-A76W-01A-11	468AE325-66A5-4233-9536-09B4FD013942	1	21	11
TCGA-G9-6332-01A	TCGA-G9-6332-01A-11	3	NO	47	2011		TCGA-G9-6332-01A-11	3d6acf89-ae92-4866-8efb-38367e5bf106		18	11
TCGA-CH-5772-11A	TCGA-CH-5772-11A-01	1	NO	33	2011		TCGA-CH-5772-11A-01	c3a4549b-3650-4ef5-9a57-35f2c3f60b42		12	1
TCGA-G9-6377-10A	TCGA-G9-6377-10A-01	3	NO		2011		TCGA-G9-6377-10A-01	9cb19605-581f-4041-9951-0ed94d10d4e0		11	1
TCGA-KK-A8I7-01A	TCGA-KK-A8I7-01A-21	11	NO	30	2013		TCGA-KK-A8I7-01A-21	2909B279-B07E-4055-9427-49D05CACAD6C	1	25	21
TCGA-EJ-5499-10A	TCGA-EJ-5499-10A-01	12	NO		2010		TCGA-EJ-5499-10A-01	3e5f3d31-9971-4fa1-b4c5-ae25433833fa		29	1
TCGA-J4-A83K-10A	TCGA-J4-A83K-10A-01	11	NO	2	2013		TCGA-J4-A83K-10A-01	4152C693-9314-4805-8B59-1C360C4DD7CE	1	1	1
TCGA-KC-A7F5-10A	TCGA-KC-A7F5-10A-01	9	NO		2013		TCGA-KC-A7F5-10A-01	B9DED06F-D9C0-47AD-9D44-D71AFEE9C65E	1	3	1
TCGA-CH-5794-10A	TCGA-CH-5794-10A-01	1	NO		2011		TCGA-CH-5794-10A-01	a27268a3-3d2c-4c3d-8c8e-98b5d7b01aef		26	1
TCGA-G9-6347-01A	TCGA-G9-6347-01A-11	11	NO	36	2012		TCGA-G9-6347-01A-11	f84426e7-f665-4cd0-b1d2-eedaeb89b359	1	30	11
TCGA-HC-7740-10A	TCGA-HC-7740-10A-01	11	NO		2011		TCGA-HC-7740-10A-01	9184a094-3f6f-48af-883b-91beb075b3f4		22	1
TCGA-CH-5743-10A	TCGA-CH-5743-10A-01	1	NO		2011		TCGA-CH-5743-10A-01	e13999d6-6266-455e-b787-a8317f4a1e0c		27	1
TCGA-HC-A4ZV-10A	TCGA-HC-A4ZV-10A-01	12	NO	2	2012		TCGA-HC-A4ZV-10A-01	672B2D3F-B448-4F43-9315-4B887BEF72A6	1	5	1
TCGA-2A-A8VT-10A	TCGA-2A-A8VT-10A-01	12	NO		2013		TCGA-2A-A8VT-10A-01	1FA23018-058E-4EC4-BBEE-93512A6F75A4		6	1
TCGA-HC-8256-01A	TCGA-HC-8256-01A-11	4	NO	12	2012		TCGA-HC-8256-01A-11	df7a1def-3e9d-4133-bc7c-964885e1b78d		6	11
TCGA-HC-8261-11A	TCGA-HC-8261-11A-01	4	NO	72	2012		TCGA-HC-8261-11A-01	7ac97ffb-c859-47f4-be62-47fdf38f8c7d		6	1
TCGA-EJ-5515-01A	TCGA-EJ-5515-01A-01	12	NO	34	2010		TCGA-EJ-5515-01A-01	a8b49a0a-951d-46ae-95a4-b3ee73d7a728		2	1
TCGA-YL-A8SQ-01B	TCGA-YL-A8SQ-01B-11	1	NO	30	2014		TCGA-YL-A8SQ-01B-11	3510B90A-3FCA-4DDD-BADD-C7C603E3D679		21	11
TCGA-KK-A8IB-01A	TCGA-KK-A8IB-01A-11	11	NO	30	2013		TCGA-KK-A8IB-01A-11	ABD662A9-B098-4988-B3C0-C0C8734F2F9D	1	25	11
TCGA-KK-A8IH-11A	TCGA-KK-A8IH-11A-11	11	NO	30	2013		TCGA-KK-A8IH-11A-11	336F9B96-584A-4FD0-8161-7A3CBD1BDF82	1	27	11
TCGA-KK-A6DY-11A	TCGA-KK-A6DY-11A-11	5	NO	30	2013		TCGA-KK-A6DY-11A-11	7C29F899-FD9C-4BFF-AF73-07611721C809	1	22	11
TCGA-EJ-A65B-10A	TCGA-EJ-A65B-10A-01	4	NO	2	2013		TCGA-EJ-A65B-10A-01	67C39342-160E-4BFE-8C25-88759C586EEB	1	22	1
TCGA-J4-A6M7-10A	TCGA-J4-A6M7-10A-01	7	NO	2	2013		TCGA-J4-A6M7-10A-01	3D2A3E00-6E41-4A02-A736-9900D840A5E3	1	5	1
TCGA-VN-A88M-10A	TCGA-VN-A88M-10A-01	11	NO	2	2013		TCGA-VN-A88M-10A-01	685CFB23-493D-486B-A9D2-D43BC91DD2C4	1	8	1
TCGA-CH-5741-10A	TCGA-CH-5741-10A-01	1	NO		2011		TCGA-CH-5741-10A-01	5553f7a2-d06d-41a5-b454-d32cbbd412df		27	1
TCGA-G9-7525-10A	TCGA-G9-7525-10A-01	1	NO		2012		TCGA-G9-7525-10A-01	20f7caf3-0595-4452-8e13-3977637fd752		27	1
TCGA-CH-5741-01A	TCGA-CH-5741-01A-11	1	NO	30	2011		TCGA-CH-5741-01A-11	b95dc7a1-3909-4c47-b718-a706014a065f		13	11
TCGA-2A-A8VV-10A	TCGA-2A-A8VV-10A-01	12	NO		2013		TCGA-2A-A8VV-10A-01	DD3C2895-93C5-4674-8CBC-FDC00BC3AA68		6	1
TCGA-EJ-7792-10A	TCGA-EJ-7792-10A-01	12	NO		2011		TCGA-EJ-7792-10A-01	cde3891b-e1a5-45cf-9b7a-4ba56e9d3cac		13	1
TCGA-J4-A67S-10A	TCGA-J4-A67S-10A-01	5	NO	2	2013		TCGA-J4-A67S-10A-01	3EBA984E-B161-480F-8F86-95FF73E5F300	1	3	1
TCGA-KK-A6E3-01A	TCGA-KK-A6E3-01A-21	5	NO	30	2013		TCGA-KK-A6E3-01A-21	4D084571-13DB-4A9B-A899-2103465AC8B1	2	23	21
TCGA-CH-5790-10A	TCGA-CH-5790-10A-01	1	NO		2011		TCGA-CH-5790-10A-01	38c4ea21-82ef-4811-b96e-adf95ab3d5f1		26	1
TCGA-KC-A4BN-01A	TCGA-KC-A4BN-01A-61	10	NO	30	2012		TCGA-KC-A4BN-01A-61	284F9EF2-B6F6-4854-ABBC-38D40976334A	6	18	61
TCGA-V1-A8WN-01A	TCGA-V1-A8WN-01A-11	12	NO	10	2013		TCGA-V1-A8WN-01A-11	2F268C30-6386-4325-822F-83C6A34E6316		26	11
TCGA-HC-A6AS-01A	TCGA-HC-A6AS-01A-11	5	NO	30	2013		TCGA-HC-A6AS-01A-11	2B353686-1E1A-4E99-A605-61BF566C5F6B	1	9	11
TCGA-G9-6362-11A	TCGA-G9-6362-11A-01	3	NO	40	2011		TCGA-G9-6362-11A-01	f929dc63-df2f-45d6-9bc1-c9428460738d		18	1
TCGA-HC-8212-01B	TCGA-HC-8212-01B-05	6	YES		2012		TCGA-HC-8212-01B-05	633bf472-773b-4681-90fc-c154f28295eb		12	5
TCGA-YL-A8S9-10A	TCGA-YL-A8S9-10A-01	12	NO		2013		TCGA-YL-A8S9-10A-01	07B70F6C-E0B0-4A09-8723-70FDA756D719		3	1
TCGA-VN-A88K-10A	TCGA-VN-A88K-10A-01	11	NO	2	2013		TCGA-VN-A88K-10A-01	D01A6154-7921-4F28-9EA3-4FA3B4642C64	1	8	1
TCGA-ZG-A9L6-10A	TCGA-ZG-A9L6-10A-01	2	NO		2014		TCGA-ZG-A9L6-10A-01	DEB87E48-6FC6-48EF-A388-5892DA2ACAB4		21	1
TCGA-XJ-A9DX-10A	TCGA-XJ-A9DX-10A-01	1	NO		2014		TCGA-XJ-A9DX-10A-01	29304EA3-A31C-4B60-93EB-7FAE9982C7E2		9	1
TCGA-VN-A88M-01A	TCGA-VN-A88M-01A-11	11	NO	30	2013		TCGA-VN-A88M-01A-11	349D61B2-DC72-4BFA-8ED8-3262DABCF0B4	1	7	11
TCGA-EJ-7115-11A	TCGA-EJ-7115-11A-01	9	NO	67	2011		TCGA-EJ-7115-11A-01	9bc46d68-95bb-400e-8ad6-fd4a72fecaf0		15	1
TCGA-EJ-7781-11A	TCGA-EJ-7781-11A-01	11	NO	54	2011		TCGA-EJ-7781-11A-01	2b281536-4008-4455-94c3-5f848ec9443d		17	1
TCGA-YL-A9WI-01A	TCGA-YL-A9WI-01A-11	1	NO	30	2014		TCGA-YL-A9WI-01A-11	ECB0D154-045C-46BD-BEF3-B90F656F041D		21	11
TCGA-XK-AAJP-10A	TCGA-XK-AAJP-10A-01	2	NO	2	2014		TCGA-XK-AAJP-10A-01	F1D74E7D-2A9F-476C-8517-64C233784571		14	1
TCGA-HC-8259-01A	TCGA-HC-8259-01A-11	4	NO	27	2012		TCGA-HC-8259-01A-11	6a67245c-4399-44ad-bd12-11c66da1da6e		6	11
TCGA-2A-A8VV-01A	TCGA-2A-A8VV-01A-11	12	NO	30	2013		TCGA-2A-A8VV-01A-11	5E8781D1-E6DC-400D-942F-08D75827C60A		17	11
TCGA-G9-A9S0-01A	TCGA-G9-A9S0-01A-11	3	NO	30	2014		TCGA-G9-A9S0-01A-11	8D894407-2F49-4ED3-A5C4-86B7D5427F7B		31	11
TCGA-HI-7169-01A	TCGA-HI-7169-01A-11	8	NO	39	2011		TCGA-HI-7169-01A-11	89749548-28a1-49e7-9b98-b9fad05fe80e		3	11
TCGA-J4-A6M7-01A	TCGA-J4-A6M7-01A-11	7	NO	30	2013		TCGA-J4-A6M7-01A-11	05C6337D-A143-4FCE-B8F1-9562315DCF0A	1	3	11
TCGA-CH-5737-01A	TCGA-CH-5737-01A-11	1	NO	30	2011		TCGA-CH-5737-01A-11	b7da7482-0e86-417a-86cb-ec7f18fb4630		13	11
TCGA-VP-A875-01A	TCGA-VP-A875-01A-31	11	NO	30	2013		TCGA-VP-A875-01A-31	ABBE6FEE-F7C9-4A95-B801-82A11D7ADAE6	3	8	31
TCGA-V1-A8X3-10A	TCGA-V1-A8X3-10A-01	1	NO	2	2014		TCGA-V1-A8X3-10A-01	5966C5F5-7D44-48A8-8E7E-3C74A0E34614		14	1
TCGA-HC-8260-01A	TCGA-HC-8260-01A-11	4	NO	35	2012		TCGA-HC-8260-01A-11	85468472-020a-4a19-9835-6f28eeb0f8d1		6	11
TCGA-G9-6498-01A	TCGA-G9-6498-01A-12	11	NO	28	2012		TCGA-G9-6498-01A-12	9ed5eef1-bccb-4cd4-8a9d-081f71ffefc5	1	30	12
TCGA-J4-A67L-01A	TCGA-J4-A67L-01A-11	5	NO	30	2013		TCGA-J4-A67L-01A-11	B52B241E-BFF0-48DE-8C88-291B98980B9C	1	1	11
TCGA-EJ-7794-01A	TCGA-EJ-7794-01A-11	11	NO	36	2011		TCGA-EJ-7794-01A-11	5c9beb7b-2715-4ff1-9333-836009c92609		17	11
TCGA-EJ-5503-01A	TCGA-EJ-5503-01A-01	12	NO	34	2010		TCGA-EJ-5503-01A-01	f3531f77-1624-492e-84fa-65f714eb25fb		2	1
TCGA-ZG-A9KY-01A	TCGA-ZG-A9KY-01A-11	3	NO	30	2014		TCGA-ZG-A9KY-01A-11	3482D1F7-BC82-4DD6-8921-129A8515D357		10	11
TCGA-V1-A8WV-01A	TCGA-V1-A8WV-01A-11	12	NO	30	2013		TCGA-V1-A8WV-01A-11	F1B1576A-2066-4401-B494-0A1B06B2349C		26	11
TCGA-HC-A6AL-10A	TCGA-HC-A6AL-10A-01	5	NO	2	2013		TCGA-HC-A6AL-10A-01	8061D629-B01A-4CB9-B715-A63BEAB87C82	1	14	1
TCGA-YL-A8HL-10A	TCGA-YL-A8HL-10A-01	11	NO		2013		TCGA-YL-A8HL-10A-01	E866DEE9-C6E6-4079-8957-FD8686102A99	1	13	1
TCGA-EJ-7792-01A	TCGA-EJ-7792-01A-11	11	NO	40	2011		TCGA-EJ-7792-01A-11	e919a572-ee9b-4a0f-b3b2-88da50c07432		17	11
TCGA-EJ-7312-10A	TCGA-EJ-7312-10A-01	7	NO	2	2013		TCGA-EJ-7312-10A-01	7387688D-DA62-4333-9D9F-7DDEA7FB4589	1	17	1
TCGA-EJ-A65M-01A	TCGA-EJ-A65M-01A-11	4	NO	30	2013		TCGA-EJ-A65M-01A-11	2DACEAF1-A8D3-4F22-B782-94EE5650123A	1	15	11
TCGA-G9-6369-10A	TCGA-G9-6369-10A-01	3	NO		2011		TCGA-G9-6369-10A-01	cee40e46-57fb-4f74-b4c0-c5d81ccb272c		11	1
TCGA-YL-A9WJ-01A	TCGA-YL-A9WJ-01A-11	1	NO	30	2014		TCGA-YL-A9WJ-01A-11	13CAD249-A3C9-4E8A-B9A4-A7493F7BB66F		28	11
TCGA-VP-A87H-10A	TCGA-VP-A87H-10A-01	11	NO	2	2013		TCGA-VP-A87H-10A-01	FD742C53-2B22-4292-859B-2D8B1E14F022	1	25	1
TCGA-FC-A66V-10A	TCGA-FC-A66V-10A-01	4	NO	2	2013		TCGA-FC-A66V-10A-01	CA31EAEA-ED48-4CB6-A715-56DA0C75D51E	1	25	1
TCGA-HC-7747-11A	TCGA-HC-7747-11A-01	11	NO	66	2011		TCGA-HC-7747-11A-01	0f79eae0-2f16-4e86-8269-be425129566b		29	1
TCGA-FC-A5OB-10A	TCGA-FC-A5OB-10A-01	3	NO	2	2013		TCGA-FC-A5OB-10A-01	F5FF8222-3C7D-4221-8D8E-09F6EB5AF08E	1	4	1
TCGA-ZG-A9LB-01A	TCGA-ZG-A9LB-01A-11	3	NO	30	2014		TCGA-ZG-A9LB-01A-11	C4681060-77A6-4F7B-B0CA-B19B98DAB7F6		10	11
TCGA-EJ-A65G-01A	TCGA-EJ-A65G-01A-21	4	NO	30	2013		TCGA-EJ-A65G-01A-21	7B5100E6-8656-42F2-971E-3ECC9AEB0B3F	2	19	21
TCGA-EJ-A7NN-10A	TCGA-EJ-A7NN-10A-01	9	NO	2	2013		TCGA-EJ-A7NN-10A-01	9D076D87-063D-487B-AD37-F8D44815DE84	1	19	1
TCGA-HC-A8D1-01A	TCGA-HC-A8D1-01A-11	11	NO	30	2013		TCGA-HC-A8D1-01A-11	EA9BAFA6-8EE8-4690-85D1-A237F29AB055	1	14	11
TCGA-YL-A8SJ-01B	TCGA-YL-A8SJ-01B-11	1	NO	30	2014		TCGA-YL-A8SJ-01B-11	FDD45D46-2F08-46D3-8CB2-6DED95DE88AA		21	11
TCGA-EJ-7327-11A	TCGA-EJ-7327-11A-01	9	NO	70	2011		TCGA-EJ-7327-11A-01	59439e54-29d5-4ea0-b2c1-d424ddb248b5		15	1
TCGA-G9-6338-10A	TCGA-G9-6338-10A-01	3	NO		2011		TCGA-G9-6338-10A-01	69bca0a5-e38f-481e-a2d9-0158f4132a4c		11	1
TCGA-EJ-5495-10A	TCGA-EJ-5495-10A-01	12	NO		2010		TCGA-EJ-5495-10A-01	66be8a37-a12c-4898-95e4-d47f1506df3b		21	1
TCGA-KK-A8II-11A	TCGA-KK-A8II-11A-11	11	NO	30	2013		TCGA-KK-A8II-11A-11	114EBBDB-7201-4DD9-A27C-3A3D518C6110	1	27	11
TCGA-ZG-A9LN-01A	TCGA-ZG-A9LN-01A-11	3	NO	30	2014		TCGA-ZG-A9LN-01A-11	BD6E3E71-0811-4971-B6C3-BAC03E0165A8		11	11
TCGA-M7-A723-10A	TCGA-M7-A723-10A-01	7	NO		2013		TCGA-M7-A723-10A-01	7D781464-C8F2-433C-8278-20CEF5CD35E9	1	31	1
TCGA-KK-A8IC-01A	TCGA-KK-A8IC-01A-11	11	NO	30	2013		TCGA-KK-A8IC-01A-11	7CBD4270-C132-4256-A711-B9908723D16E	1	25	11
TCGA-YL-A9WY-10A	TCGA-YL-A9WY-10A-01	1	NO		2014		TCGA-YL-A9WY-10A-01	2FDE100B-B4F6-4038-8E7D-9A031FF4D3CD		14	1
TCGA-EJ-8470-01A	TCGA-EJ-8470-01A-11	6	NO	13	2012		TCGA-EJ-8470-01A-11	fe7ae8e1-be7f-4f47-ab86-f2d415d13c50		19	11
TCGA-EJ-A65G-10A	TCGA-EJ-A65G-10A-01	4	NO	2	2013		TCGA-EJ-A65G-10A-01	AB1F9951-B2DC-492B-9635-55CEE9C311AE	1	22	1
TCGA-G9-6348-01A	TCGA-G9-6348-01A-11	3	NO	37	2011		TCGA-G9-6348-01A-11	7ac11523-5fbc-4feb-a511-4bc3a6c92f2a		18	11
TCGA-V1-A9OA-10A	TCGA-V1-A9OA-10A-01	2	NO	2	2014		TCGA-V1-A9OA-10A-01	E7783CB8-7831-4305-95B3-EA9592E8528B		21	1
TCGA-EJ-7785-01A	TCGA-EJ-7785-01A-11	11	NO	31	2011		TCGA-EJ-7785-01A-11	41702b1f-9f0b-4bda-bec3-34215d4064ca		17	11
TCGA-G9-6365-01A	TCGA-G9-6365-01A-11	3	NO	35	2011		TCGA-G9-6365-01A-11	90751972-3a4c-4bcd-b735-e1715d315adc		18	11
TCGA-EJ-5495-01A	TCGA-EJ-5495-01A-01	12	NO	35	2010		TCGA-EJ-5495-01A-01	cfd88c94-5039-4222-93de-de679454dd22		2	1
TCGA-EJ-7330-10A	TCGA-EJ-7330-10A-01	10	NO		2011		TCGA-EJ-7330-10A-01	cb9c474e-66e2-4982-8a8d-3f36a729bde7		6	1
TCGA-KK-A6E7-11A	TCGA-KK-A6E7-11A-11	6	NO	30	2013		TCGA-KK-A6E7-11A-11	9F85BF68-3630-4817-9E2B-36F972316B74	1	7	11
TCGA-CH-5769-11A	TCGA-CH-5769-11A-01	1	NO	30	2011		TCGA-CH-5769-11A-01	b0553239-ec0b-4596-beb9-d1d7a4ba2d6d		12	1
TCGA-EJ-7782-01A	TCGA-EJ-7782-01A-11	11	NO	36	2011		TCGA-EJ-7782-01A-11	4795bca2-20e7-4306-b775-6e6b86fc54f8		17	11
TCGA-HI-7170-10A	TCGA-HI-7170-10A-01	7	NO		2011		TCGA-HI-7170-10A-01	f42fe7d1-c863-42f6-9632-851da9e57fbf		29	1
TCGA-ZG-A9MC-01A	TCGA-ZG-A9MC-01A-31	3	NO	30	2014		TCGA-ZG-A9MC-01A-31	33499B92-ACD4-420C-8DD8-D23406E1C864		14	31
TCGA-HI-7170-01A	TCGA-HI-7170-01A-11	8	NO	33	2011		TCGA-HI-7170-01A-11	320fae61-45b9-488a-97cc-217e73c90eb0		3	11
TCGA-HC-8259-11A	TCGA-HC-8259-11A-01	4	NO	64	2012		TCGA-HC-8259-11A-01	fab8c399-2c94-4dcc-8f08-3f7d8b530339		6	1
TCGA-XJ-A9DI-01A	TCGA-XJ-A9DI-01A-11	1	NO	20	2014		TCGA-XJ-A9DI-01A-11	B6652E74-EA06-41E8-8747-BFFAFF445204		28	11
TCGA-HC-8261-10A	TCGA-HC-8261-10A-01	4	NO		2012		TCGA-HC-8261-10A-01	9698b702-5e3f-41fe-bd2e-0602cd5d2c71		11	1
TCGA-EJ-7789-11A	TCGA-EJ-7789-11A-01	11	NO	61	2011		TCGA-EJ-7789-11A-01	e55950dc-9b27-4268-ac34-db2ceb404352		17	1
TCGA-CH-5764-01A	TCGA-CH-5764-01A-21	1	NO	36	2011		TCGA-CH-5764-01A-21	88ca1567-92ff-49b6-887f-9514d808a0b9		13	21
TCGA-G9-6329-10A	TCGA-G9-6329-10A-01	3	NO		2011		TCGA-G9-6329-10A-01	40383c31-df18-4e61-a2de-f31722548e7e		11	1
TCGA-KK-A8IG-11A	TCGA-KK-A8IG-11A-11	11	NO	30	2013		TCGA-KK-A8IG-11A-11	3BCFD8C5-8D2E-4411-B795-7F89B5547965	1	27	11
TCGA-J4-A83L-10A	TCGA-J4-A83L-10A-01	10	NO	2	2013		TCGA-J4-A83L-10A-01	63116DD4-766E-46F1-BB29-20E1E109BED7	1	31	1
TCGA-EJ-A8FO-10A	TCGA-EJ-A8FO-10A-01	12	NO	300	2013		TCGA-EJ-A8FO-10A-01	C6B09D38-1B0F-42CF-96D5-B865C2550405		4	1
TCGA-HC-7752-10A	TCGA-HC-7752-10A-01	11	NO		2011		TCGA-HC-7752-10A-01	47135abe-f70a-4840-84ff-ea6d74b26325		22	1
TCGA-HC-A6AP-10A	TCGA-HC-A6AP-10A-01	5	NO	2	2013		TCGA-HC-A6AP-10A-01	2778D014-FCD4-4700-9B56-6B27E774081A	1	15	1
TCGA-G9-6365-10A	TCGA-G9-6365-10A-01	3	NO		2011		TCGA-G9-6365-10A-01	f797707f-88ab-4bd1-90f1-711ae60a7c61		11	1
TCGA-HC-A6AS-10A	TCGA-HC-A6AS-10A-01	5	NO	2	2013		TCGA-HC-A6AS-10A-01	58CE6D30-24A6-4B05-9611-FE28CE735C53	1	15	1
TCGA-CH-5745-01A	TCGA-CH-5745-01A-11	1	NO	32	2011		TCGA-CH-5745-01A-11	48c583c6-1610-4736-a646-5fddd380005f		13	11
TCGA-VP-A87C-10A	TCGA-VP-A87C-10A-01	11	NO	2	2013		TCGA-VP-A87C-10A-01	E7D48D56-61E3-4076-B4A4-1CB9432A8E7D	1	25	1
TCGA-M7-A720-01A	TCGA-M7-A720-01A-12	8	NO	30	2013		TCGA-M7-A720-01A-12	A60B92C0-FD87-42CD-95E0-5409AEF7BDEF	1	8	12
TCGA-VN-A88L-10A	TCGA-VN-A88L-10A-01	10	NO		2013		TCGA-VN-A88L-10A-01	863BACEE-9633-49F8-8BC5-F3048AE24FBD	1	31	1
TCGA-KK-A7AW-01A	TCGA-KK-A7AW-01A-11	8	NO	30	2013		TCGA-KK-A7AW-01A-11	F5E29FEC-692B-494C-9103-7D9E982447ED	1	26	11
TCGA-HC-7212-10A	TCGA-HC-7212-10A-01	8	NO		2011		TCGA-HC-7212-10A-01	c72aeaca-76a4-4ac8-a325-b7afaf97461e		17	1
TCGA-YL-A8HJ-10A	TCGA-YL-A8HJ-10A-01	11	NO		2013		TCGA-YL-A8HJ-10A-01	2C664D81-5EA2-4308-98F5-0A8B5E6FDF4C	1	13	1
TCGA-ZG-A9L5-10A	TCGA-ZG-A9L5-10A-01	2	NO		2014		TCGA-ZG-A9L5-10A-01	DA53BDCF-6F8E-4350-A1D7-337EE8998A37		21	1
TCGA-YL-A8SC-10A	TCGA-YL-A8SC-10A-01	12	NO		2013		TCGA-YL-A8SC-10A-01	BD6783A0-C37C-4C31-87E2-DB697EE4C0EA		3	1
TCGA-EJ-5526-10A	TCGA-EJ-5526-10A-01	12	NO		2010		TCGA-EJ-5526-10A-01	f7b24899-fa61-4764-ab99-77eea1de7f9f		21	1
TCGA-EJ-8472-01A	TCGA-EJ-8472-01A-11	8	NO	38	2012		TCGA-EJ-8472-01A-11	89b81fbc-d309-4e6f-8910-b95f84a095cd		8	11
TCGA-EJ-7218-01B	TCGA-EJ-7218-01B-11	7	NO	30	2013		TCGA-EJ-7218-01B-11	D6646947-55EB-4708-A8BE-F5628C5F5E3E	1	16	11
TCGA-2A-AAYU-10A	TCGA-2A-AAYU-10A-01	2	NO		2014		TCGA-2A-AAYU-10A-01	9A339869-DDE8-4B3C-9FEE-3E83031A3ABD		19	1
TCGA-J9-A8CN-01A	TCGA-J9-A8CN-01A-11	11	NO	30	2013		TCGA-J9-A8CN-01A-11	8EA4C9CD-6124-4AFE-942E-F21AC046D87A	1	19	11
TCGA-G9-6373-10A	TCGA-G9-6373-10A-01	3	NO		2011		TCGA-G9-6373-10A-01	5c27cb88-44d2-4d24-84fa-61c606e43066		11	1
TCGA-HC-A631-01A	TCGA-HC-A631-01A-11	4	NO	30	2013		TCGA-HC-A631-01A-11	FB7C81A7-F183-404F-9E87-0E13D6D46918	1	12	11
TCGA-V1-A8MK-01A	TCGA-V1-A8MK-01A-11	12	NO	10	2013		TCGA-V1-A8MK-01A-11	9C2CEB09-00B5-417B-A007-54F3997B719E	1	5	11
TCGA-QU-A6IN-10A	TCGA-QU-A6IN-10A-01	6	NO	2	2013		TCGA-QU-A6IN-10A-01	C0CE3E16-1639-42EF-AB57-D485290C3A40	1	18	1
TCGA-EJ-7327-01A	TCGA-EJ-7327-01A-11	9	NO		2011		TCGA-EJ-7327-01A-11	288127f9-e8d5-4b5e-873b-aeeac9c58152		13	11
TCGA-KK-A8I5-01A	TCGA-KK-A8I5-01A-11	11	NO	30	2013		TCGA-KK-A8I5-01A-11	75650C31-9BDF-4821-A851-0CCADA9EC6C0	1	26	11
TCGA-EJ-5504-01A	TCGA-EJ-5504-01A-01	12	NO	30	2010		TCGA-EJ-5504-01A-01	0225e8ca-c822-4ed9-81ab-b01fe264b48e		2	1
TCGA-HC-A6AO-10A	TCGA-HC-A6AO-10A-01	5	NO	2	2013		TCGA-HC-A6AO-10A-01	9FBA0C28-40B0-4334-BF1B-94C84F2DAF05	1	14	1
TCGA-G9-6336-10A	TCGA-G9-6336-10A-01	3	NO		2011		TCGA-G9-6336-10A-01	1d10d041-ae57-46e2-8db6-5035db72d4ce		11	1
TCGA-V1-A9O5-10A	TCGA-V1-A9O5-10A-01	3	NO	2	2014		TCGA-V1-A9O5-10A-01	98E337C1-F38F-42FD-B670-626FAF82F78D		3	1
TCGA-EJ-7321-10A	TCGA-EJ-7321-10A-01	12	NO		2011		TCGA-EJ-7321-10A-01	16ce00c0-66d2-49b1-bbbe-11e3e9c77436		22	1
TCGA-ZG-A9L0-01A	TCGA-ZG-A9L0-01A-11	3	NO	30	2014		TCGA-ZG-A9L0-01A-11	DF6FCE3F-1713-4BB0-996A-200E074A8A04		10	11
